Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Rating_InternetMovieDatabase,Rating_RottenTomatoes,Rating_Metacritic,Season,Episode,seriesID,totalSeasons
True,,The Lovers,2023,N/A,14 Jul 2023,70 min,"Drama, Romance",Parker Keye Eisen,Parker Keye Eisen,"Emily Proctor, Alek Kristopher","Jon and Louise, a couple living in a leaky apartment, struggle with their relationship and material conditions. Louise is a server who is the sole income provider while Jon studies Marx's Capital. Beginning to lose her way, Louise...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BN2RjOWE3MzMtMmM2Yy00OWE2LTk4YzktOTYwZjc1ZjA2ODVmXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt16022808,movie,N/A,N/A,N/A,N/A,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,The Lovers,2023,N/A,08 Nov 2023,12 min,"Animation, Short, Comedy",Carolina Sandvik,Carolina Sandvik,N/A,A relationship horror and unromantic comedy about a couple forced to deal with escalating bodily transformations.,None,Sweden,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BYTE4YmNhM2UtN2ViMy00YjM2LTgyZDItZjM0ZGY1YjYzNDg1XkEyXkFqcGdeQXVyMTc3MzE2OTA4._V1_SX300.jpg,N/A,N/A,22,tt28592288,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Risk,1993,Unrated,11 May 1993,90 min,"Drama, Romance",Deirdre Fishel,Deirdre Fishel,"Karen Sillas, David Ilku, Molly Price","Maya, a New York artist and model, meets Joe, a drifter. They begin a passionate affair. On an impromptu trip to visit Joe's sister in the country, Joe's inner demons begin to surface. Maya tries to help and eventually struggles t...",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTk5NDIyOTk3M15BMl5BanBnXkFtZTcwNDQ2MDgzMQ@@._V1_SX300.jpg,N/A,6.7,51,tt0110994,movie,08 Aug 1995,N/A,N/A,N/A,6.7/10,,,,,,
True,,Risk,2016,TV-MA,12 May 2017,86 min,Documentary,Laura Poitras,"Jonathan Oppenheim, Laura Poitras","Julian Assange, Sarah Harrison, Jacob Appelbaum",The story of WikiLeak's editor-in-chief Julian Assange as seen by documentary filmmaker Laura Poitras.,"English, Arabic, Spanish, German","Germany, United States",4 nominations total,https://m.media-amazon.com/images/M/MV5BMzIzNzYzMDM0NF5BMl5BanBnXkFtZTgwNzA1OTgwMjI@._V1_SX300.jpg,72,6.3,"2,406",tt4964772,movie,N/A,"$200,219",N/A,N/A,6.3/10,80%,72/100,,,,
True,,Risk,2000,R,18 Feb 2000,93 min,"Drama, Crime, Thriller",Alan White,"John Armstrong, Tracy Kidder, Steve Wright","Bryan Brown, Tom Long, Claudia Karvan",A naïve insurance adjuster comes under the tutelage of his jaded boss and gets caught in a web of deceit and lust.,English,"Sweden, Australia",1 nomination,https://m.media-amazon.com/images/M/MV5BMTUzMDAyNzc1OV5BMl5BanBnXkFtZTcwNDY3MzgxMQ@@._V1_SX300.jpg,N/A,6.0,538,tt0217007,movie,N/A,N/A,N/A,N/A,6.0/10,80%,,,,,
True,,The Lovers,2023,N/A,04 Dec 2023,4 min,"Short, Comedy",Ben Caplan,Jess Dankberg,"Lucy Gilbert, Mark Antony Howard","Troy has resorted to speed dating, where he meets Cassandra, who uses tarot cards to skip the awkward get-to-know-you phase, only Cassandra's flirting turns into an ominous prophecy.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNGYyZDBkYTUtZjQzOC00NGI4LTgzM2YtZjIyOWQzZDdjZjYzXkEyXkFqcGdeQXVyNTU4ODUyODM@._V1_SX300.jpg,N/A,N/A,N/A,tt31353372,movie,N/A,N/A,N/A,N/A,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,The Dinner,2024,N/A,16 Mar 2024,9 min,"Short, Sci-Fi",Jonathan Silva,Jonathan Silva,"Monique Lopez, Tatiana Lyn",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTZjZjE5YzItNGJhMi00NDFhLTkxNzItZjkwYzZiMmU3NmEwXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt31187802,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,The Dinner,2018,N/A,N/A,10 min,"Short, Comedy",CS Coulter,N/A,"Nicole Ratjen, Jeff Orchard, Allan Turner",A starry-eyed young Gentleman must prove his worth to the Father of his betrothed.,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BNmFhZDRkZGQtN2IwZi00ZjhjLWE5YjEtYTMxZDg5MTZiMDYxXkEyXkFqcGdeQXVyODg3MzcxMjg@._V1_SX300.jpg,N/A,N/A,N/A,tt8943706,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Sleight,2015,N/A,01 Apr 2015,12 min,"Short, Horror, Mystery",Faisal Hashmi,Faisal Hashmi,"Brent Black, Kurt Barretto, Lucia Grant","A late night radio host goes off on a rant about his disdain for magicians. But when a man claiming to be a magician calls on air, things get increasingly sinister.",English,United Arab Emirates,N/A,https://m.media-amazon.com/images/M/MV5BMjIwNTk1ODYyMl5BMl5BanBnXkFtZTgwOTQ0MTIwNjE@._V1_SX300.jpg,N/A,7.0,45,tt4761348,movie,N/A,N/A,N/A,N/A,7.0/10,,,,,,
True,,Sleight,2016,R,28 Apr 2017,89 min,"Crime, Drama, Sci-Fi",J.D. Dillard,"J.D. Dillard, Alex Theurer","Jacob Latimore, Seychelle Gabriel, Storm Reid","Struggling to raise his little sister on his own, a young street magician turns to drug dealing, unaware of how ruthless his supplier can be.",English,United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BNTI2YTA5MWUtM2JmOC00ZmMwLTk4N2MtOWFhNGE3ZDRkN2QxXkEyXkFqcGc@._V1_SX300.jpg,62,5.9,"9,466",tt4573516,movie,N/A,"$3,986,245",N/A,N/A,5.9/10,83%,62/100,,,,
True,,The Circle,2005,Not Rated,11 Aug 2006,103 min,"Drama, Mystery, Thriller",Yuri Zeltser,Yuri Zeltser,"Angela Bettis, Scott Cohen, Henry Czerny","A frantic young woman begs a stranger to help save her marked husband, not realizing that the stranger is the hit man hired to kill him. Experimental digital movie shot entirely in one take and in real time.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTY2MTI1NjU2NF5BMl5BanBnXkFtZTcwODQxMTU0MQ@@._V1_SX300.jpg,N/A,5.3,372,tt0388837,movie,N/A,N/A,N/A,N/A,5.3/10,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,The Circle,2017,PG-13,28 Apr 2017,110 min,"Drama, Mystery, Sci-Fi",James Ponsoldt,"James Ponsoldt, Dave Eggers","Emma Watson, Tom Hanks, John Boyega","A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.",English,"United Arab Emirates, United States, France",4 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMjY2OTM2Njc3Ml5BMl5BanBnXkFtZTgwNDgzODU3MTI@._V1_SX300.jpg,43,5.4,"103,771",tt4287320,movie,N/A,"$20,497,844",N/A,N/A,5.4/10,16%,43/100,,,,
True,,How to Be a Latin Lover,2017,PG-13,28 Apr 2017,115 min,"Comedy, Drama",Ken Marino,"Jon Zack, Chris Spain","Eugenio Derbez, Salma Hayek, Raphael Alejandro","Finding himself dumped after twenty-five years of marriage, a man who made a career of seducing rich older women must move in with his estranged sister, where he begins to learn the value of family.","English, Spanish","United States, Mexico",2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMmQ0NWZlMjMtNTc3Zi00YjE2LTkwYmEtOGE4ZmNmOTI5MGY3XkEyXkFqcGc@._V1_SX300.jpg,54,6.0,"18,731",tt4795124,movie,N/A,"$32,149,404",N/A,N/A,6.0/10,40%,54/100,,,,
True,,The Circle,2017,N/A,26 Oct 2017,93 min,"Drama, Horror, Thriller",Peter Callow,"Scott O'Neill, Peter Callow","Edward Baker-Duly, Sesselia Olafs, Griffin Stevens","A University professor takes four archaeology students on a field trip to a remote Scottish island. With tensions already present in the group, they unearth clues to an ancient mystery that will threaten their lives.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BODNhNTk4ZjAtYmFhNy00YzhkLTk1OTktMjQ3NTZlOWQxNjFkXkEyXkFqcGdeQXVyNTM2NjIwOA@@._V1_SX300.jpg,N/A,4.8,521,tt2943946,movie,N/A,N/A,N/A,N/A,4.8/10,100%,,,,,
True,,The Circle,2019,N/A,08 Jun 2019,15 min,Short,Lanre Malaolu,N/A,"Stefano A. Addae, Lauren Anthony, Karen Bengo","The Circle is a bold and lyrical portrayal of two brothers, David and Sanchez, living on a Hackney council estate, in East London. The film gives a compelling insight into their family and friendships, the stigmas they face daily,...",English,United Kingdom,1 nomination,https://m.media-amazon.com/images/M/MV5BMDkzOTA3YjEtMDgzZi00MTdjLWE1ODktMjdmMGQ1MDBjMDE2XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,9,tt10400110,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,The Circle,2002,R,05 Dec 2002,100 min,Thriller,Sidney J. Furie,Brian Hannan,"Treat Williams, Robin Dunne, Gianpaolo Venuta",Some students at Runcie prep school form an elite club. The group is implicated in a cheating scandal and one of the club members dies mysteriously. Another member decides to try and discover the dangerous truth about Runcie.,English,"Canada, United States",N/A,https://m.media-amazon.com/images/M/MV5BMjEwMzA1MjA2OV5BMl5BanBnXkFtZTgwODY1OTk1MDE@._V1_SX300.jpg,N/A,5.1,672,tt0281726,movie,N/A,N/A,N/A,N/A,5.1/10,,,,,,
True,,The Circle,1972,PG,05 Oct 1972,95 min,"Drama, Romance",Tom Moyer Jr.,Tom Moyer Jr.,"Mark Allen, Jim Bosley, Carol Crittenden","In the Northwest, a college student and his friend help two young women whose car has stalled on the road. The young men invite the girls to a party the friend is giving the following week. During the party, the student leaves abr...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMGYyMzNlOGQtNjIzYi00ODExLThjMDEtMmQ5YmViY2RkNmNlXkEyXkFqcGdeQXVyMDYxMTUwNg@@._V1_SX300.jpg,N/A,N/A,N/A,tt3616886,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,The Circle,2018,N/A,08 Feb 2018,7 min,"Short, Drama",Sheldon Wong Schwartz,Matt Olmstead,"Ryan Phillippe, Noah Schnapp, Jonah Hwang","A street artist and his estranged son reconnect as a result of their common interest, art.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjdkZDc0MDItMmY5Yy00MTJiLWE3NjktNDg1MTNhYWQwZDYzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxMjk5MjU@._V1_SX300.jpg,N/A,6.8,443,tt6182828,movie,N/A,N/A,N/A,N/A,6.8/10,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,The Circle,2025,N/A,03 Apr 2025,N/A,"Short, Drama",Iain Cash,Michael Farrell,"Martin Green, Victoria Latham-Kelly, Nathan Wedge",A disparate group of addicts find common ground as they explore their inner demons.,N/A,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMjFmNjJlM2UtNmNiZi00ZmI0LWE4N2UtZDgzMDlmNTQ3M2E3XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt29389519,movie,N/A,N/A,N/A,N/A,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,The Circle,1967,N/A,15 Aug 1967,58 min,Documentary,Mort Ransen,Mort Ransen,Don Francks,"An inmate's view of Daytop, a drug treatment centre on Staten Island, New York, where addicts learn to get along without drugs. Uncompromising, often brutal group therapy sessions are designed to shake loose the excuses the victim...",English,Canada,N/A,N/A,N/A,N/A,N/A,tt0225400,movie,N/A,N/A,N/A,N/A,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,The Circle,1925,Passed,22 Sep 1925,71 min,"Comedy, Drama",Frank Borzage,"Kenneth B. Clarke, W. Somerset Maugham","Eleanor Boardman, Malcolm McGregor, Alec B. Francis",An unhappy woman considers leaving her dull husband for another man.,"None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQ0MzEwMjg1OF5BMl5BanBnXkFtZTgwMjc1NjY3NjE@._V1_SX300.jpg,N/A,6.3,676,tt0015684,movie,N/A,N/A,N/A,N/A,6.3/10,,,,,,
True,,The Promise,1999,N/A,15 Aug 1999,120 min,Drama,Bethany Rooney,Sally Nemeth,"Isabella Hofmann, Tracy Nelson, Neil Maffin","Lisa's husband, Bill, abuses her. With her sister's encouragement, she takes their three kids and leaves her husband. Bill keeps interfering with Lisa's attempts at a new life. She gets an order of protection against him, but the ...",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BM2M3YTc0YWUtNDAwNC00MWZkLWJkNzgtMjBiYjNmYjU1OTUwXkEyXkFqcGdeQXVyMTIxMDUyOTI@._V1_SX300.jpg,N/A,6.1,227,tt0210925,movie,N/A,N/A,N/A,N/A,6.1/10,,,,,,
True,,The Promise,1979,PG,02 Aug 1979,97 min,"Drama, Romance",Gilbert Cates,"Fred Weintraub, Paul M. Heller, Garry Michael White","Kathleen Quinlan, Stephen Collins, Beatrice Straight","A corporate heir's mother pays for his disfigured girlfriend's plastic surgery, on one condition.",English,United States,Nominated for 1 Oscar. 1 nomination total,https://m.media-amazon.com/images/M/MV5BMzg1ZGRmN2ItNWFmMC00MDA1LWIwODEtYzUyZjNkZTk4NDM2XkEyXkFqcGc@._V1_SX300.jpg,42,6.4,845,tt0079756,movie,N/A,"$11,606,005",N/A,N/A,6.4/10,,42/100,,,,
True,,The Promise,1917,N/A,19 Feb 1917,50 min,"Romance, Drama",Jay Hunt,"James B. Hendryx, Richard V. Spencer, Fred J. Balshofer","Harold Lockwood, May Allison, Lester Cuneo","Bill Carmody, a likable young chap, is wasting his time in Broadway restaurants. His father loses a large amount of money because the youth forgets to deliver bonds entrusted to him. Bill quarrels with Ethel Manton, the girl he lo...","None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BYmNkZDI5ZDctN2ZhMC00MmRlLWIxZDQtZDdlYjE1MDFhNDVkXkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_SX300.jpg,N/A,N/A,N/A,tt0008468,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Phoenix Forgotten,2017,PG-13,21 Apr 2017,87 min,"Horror, Mystery, Sci-Fi",Justin Barber,"T.S. Nowlin, Justin Barber","Florence Hartigan, Luke Spencer Roberts, Chelsea Lopez","Two decades after three teenagers disappeared in the wake of mysterious lights appearing above Phoenix, Arizona, unseen footage from that night has been discovered, chronicling the final hours of their fateful expedition.",English,"United States, China, United Kingdom",1 nomination total,https://m.media-amazon.com/images/M/MV5BMTUxODEyNjEzNl5BMl5BanBnXkFtZTgwMDQyMTM2MTI@._V1_SX300.jpg,33,5.4,"7,567",tt6574272,movie,N/A,"$3,600,146",N/A,N/A,5.4/10,53%,33/100,,,,
True,,The Promise,1952,N/A,N/A,45 min,Drama,Norman Walker,Lawrence Barrett,"Lesley Dudley, Harry Fowler, Everley Gregg",A much loved Prison Missioner has died. His replacement struggles to live up to his predecessor's saintly reputation until he receives inspiration from the Holy Spirit.,English,United Kingdom,N/A,N/A,N/A,4.4,33,tt1671489,movie,N/A,N/A,N/A,N/A,4.4/10,,,,,,
True,,Unforgettable,2019,N/A,11 Aug 2019,7 min,"Short, Drama, Fantasy",Sabrina Jaglom,"Sabrina Jaglom, Rishi Rajani","Katrina Eroen, Luke Forbes, Giullian Yao Gioiello",Hoping to fix a failed relationship a young woman kidnaps her ex-boyfriend and subjects him to technology that alters his memories in order to get their lives back on track.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNWIyNmRmMjEtZGNhOC00ZmUyLTkzZTktYTUyNGIxOWI5ZjlhXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,30,tt10155356,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Unforgettable,2016,N/A,28 Jun 2016,8 min,"Short, Drama",Greg Michael Blanchard,Greg Michael Blanchard,"Joe Hernandez, Kristen Hull, Marc Anthony Sepulveda",An introverted teen is swayed by his deceased mother to reconnect with his grieving father and move on past the loss.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2VjNmI4MDAtMjU5Ni00MDM5LWI3OWQtMzk0ODUwMDU4MWRlXkEyXkFqcGdeQXVyMjA3MjQ1ODg@._V1_SX300.jpg,N/A,N/A,N/A,tt6550700,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Unforgettable,2017,R,21 Apr 2017,100 min,"Drama, Thriller",Denise Di Novi,Christina Hodson,"Rosario Dawson, Katherine Heigl, Geoff Stults",A woman sets out to make life a living hell for her ex-husband's new fiancée.,"English, French",United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BYmU4Yjc1NjAtZDYxNS00ZTllLTlmYjEtN2IzOTVjOGQ3YTY5XkEyXkFqcGc@._V1_SX300.jpg,45,5.1,"17,018",tt3462710,movie,N/A,"$11,368,012",N/A,N/A,5.1/10,29%,45/100,,,,
True,,Free Fire,2016,R,21 Apr 2017,91 min,"Action, Comedy, Crime",Ben Wheatley,"Amy Jump, Ben Wheatley","Sharlto Copley, Brie Larson, Armie Hammer","Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.",English,United Kingdom,3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BOTk5MzJhNjItZTRlOC00YWRlLTgyYmUtZmZhZjA0NmFmNjE2XkEyXkFqcGc@._V1_SX300.jpg,63,6.3,"52,597",tt4158096,movie,N/A,"$1,799,312",N/A,N/A,6.3/10,69%,63/100,,,,
True,,The Promise,2020,N/A,12 Oct 2020,7 min,"Animation, Short",Chi Thai,Chi Thai,"Katie Leung, Olivette Cole-Wilson, Shobhit Piasa",The Promise is an adaptation of the New York Times Best Illustrated Book of the Year by Nicola Davies and Laura Carlin. A thief tries to snatch an old woman's bag but she cannot have it without giving something in return.,English,United Kingdom,2 nominations,https://m.media-amazon.com/images/M/MV5BNDA5YjFmZjAtYWVlZC00NTE2LWE1YWUtYTJkZTA0NTI5OTBkXkEyXkFqcGdeQXVyNDg3MDA4ODQ@._V1_SX300.jpg,N/A,N/A,7,tt12928224,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Unforgettable,1996,R,23 Feb 1996,117 min,"Drama, Mystery, Sci-Fi",John Dahl,Bill Geddie,"Ray Liotta, Linda Fiorentino, Peter Coyote",A Seattle medical examiner uses an experimental memory transference drug to unravel the mystery surrounding his wife's brutal murder.,"English, Spanish",United States,1 win,https://m.media-amazon.com/images/M/MV5BMjQxODM0MjY2Nl5BMl5BanBnXkFtZTgwOTkwMDcyMTI@._V1_SX300.jpg,N/A,6.0,"6,101",tt0118040,movie,N/A,"$2,821,671",N/A,N/A,6.0/10,27%,,,,,
True,,The Promise,2016,PG-13,21 Apr 2017,133 min,"Action, Adventure, Drama",Terry George,"Terry George, Robin Swicord","Oscar Isaac, Charlotte Le Bon, Christian Bale","Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.","English, Armenian, German, French, Turkish","Spain, United States",3 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNzJhYjRiYjYtZGZmZS00MGZmLWI5NWQtZjdlNmEzOGY4YTU2XkEyXkFqcGc@._V1_SX300.jpg,49,6.1,"179,878",tt4776998,movie,N/A,"$8,224,288",N/A,N/A,6.1/10,51%,49/100,,,,
True,,The Promise,2017,N/A,04 Nov 2017,115 min,Comedy,"Candy J. Beard, Daniel Beard",Candy J. Beard,"Bruce H. Royer, Katie Peterson, Ken Kercheval",Mackenzie Miller is a beautiful and successful young woman who is searching for Mr. Right. She is also trying to keep a promise that she made to her dying grandmother. That promise was that she would always 'be there' to look afte...,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjFiNWEwNTctOWU3MC00YmE1LTk4NjYtM2RkZmU0Njg5YTZlXkEyXkFqcGdeQXVyMjk1NzA1OTY@._V1_SX300.jpg,N/A,8.8,62,tt4192918,movie,N/A,N/A,N/A,N/A,8.8/10,51%,,,,,
True,,The Promise,2025,N/A,11 Jun 2025,N/A,"Short, Documentary",Andrew Probstfeld,N/A,N/A,"The Promise shares the powerful true story of Miguel and Laura Lopez, missionaries who left behind comfort and success to bring the hope of the gospel to the remote jungles of Papua, Indonesia. Raised in Colombia, Miguel pursued d...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTM5NDhmMjktYzU3NS00ZThhLThiZWMtNjhhOWU1MWYwMDNmXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt37458510,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,The Promise,2025,N/A,16 May 2025,12 min,"Short, Thriller",Riccardo Lando,Riccardo Lando,"Riccardo Lando, Marcus Kerschagl, Luitpold Liedmann",A man is trying to fulfill his promise.,English,Germany,N/A,https://m.media-amazon.com/images/M/MV5BNWY2MWJjMTktMDQ0My00ODc3LTlkM2ItZmE4YjViMTE3MmY3XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,14,tt36983155,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,The Promise,2024,N/A,N/A,11 min,Short,Tigmanshu Dhulia,Tigmanshu Dhulia,"Priyamani, Jim Sarbh","Former bartender George Batra awaits his lost love's return after 20 years, hoping to reunite at the bar where they met and parted. As he waits for their fated reunion, he uncovers what he left behind.",Hindi,India,N/A,N/A,N/A,N/A,N/A,tt33755482,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,The Promise,2024,N/A,05 Aug 2024,60 min,Documentary,Jye Currie,Jye Currie,"Wayne Bennett, Justin Bergholtz, Craig Hamilton","Embark on an inspiring journey with Craig Hamilton, a best-selling author who overcame suicidal battles. This story of hope shares a poignant exploration of resilience and transformation in the realm of mental health.",English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BZWNiMjM2NzgtZDE1OC00ZDQxLTlhN2ItNjk1ZjhhNWVmMjg5XkEyXkFqcGdeQXVyMTgxMzk1MjQ5._V1_SX300.jpg,N/A,N/A,N/A,tt27799852,movie,N/A,N/A,N/A,N/A,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,The Fate of the Furious,2017,PG-13,14 Apr 2017,136 min,"Action, Crime, Thriller",F. Gary Gray,"Gary Scott Thompson, Chris Morgan","Vin Diesel, Jason Statham, Dwayne Johnson","When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.","English, Russian, Spanish","United States, China, Japan, Mexico",2 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMjMxODI2NDM5Nl5BMl5BanBnXkFtZTgwNjgzOTk1MTI@._V1_SX300.jpg,56,6.6,"268,529",tt4630562,movie,N/A,"$226,008,385",N/A,N/A,6.6/10,67%,56/100,,,,
True,,Spark: A Space Tail,2016,PG,04 May 2017,91 min,"Animation, Action, Adventure",Aaron Woodley,"Aaron Woodley, Daniel Woo, Goran Delic","Jace Norman, Jessica Biel, Patrick Stewart","Spark, a teenage monkey and his friends, Chunk and Vix, are on a mission to regain Planet Bana, a kingdom overtaken by the evil overlord Zhong.",English,"Canada, South Korea, United States, China",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTcwNzc2Mzk2M15BMl5BanBnXkFtZTgwNzU2MzA2MTI@._V1_SX300.jpg,22,4.4,"1,404",tt3228088,movie,N/A,"$196,458",N/A,N/A,4.4/10,13%,22/100,,,,
