Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Rating_InternetMovieDatabase,Rating_RottenTomatoes,Rating_Metacritic,Error,Season,Episode,seriesID,totalSeasons
Rock of Ages,1902,N/A,01 Oct 1902,N/A,"Fantasy, Short",Edwin S. Porter,N/A,N/A,"We here introduce for the first time, a sublime religious subject, illustrating one of the best known hymns extant. A beautiful girl is seen clinging to a rock, over which huge billows are dashing, sending great volumes of spray a...",None,United States,N/A,N/A,N/A,N/A,N/A,tt0379962,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Rock of Ages,1912,N/A,20 Jul 1912,N/A,"Drama, Short",N/A,N/A,"Robert Gaillard, Clara Kimball Young, Julia Swayne Gordon","Talented as a sculptress, Madeline Bates, a young widow, carves a cross, which she afterwards erects on the seashore in memory of her husband, who was lost at sea. Madeline lives with her father in a small fishing village on the c...","None, English",United States,N/A,N/A,N/A,N/A,N/A,tt0348737,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Rock of Ages,2012,PG-13,15 Jun 2012,123 min,"Comedy, Drama, Musical",Adam Shankman,"Justin Theroux, Chris D'Arienzo, Allan Loeb","Julianne Hough, Diego Boneta, Tom Cruise",A small-town girl and a city boy meet on the Sunset Strip while pursuing their Hollywood dreams.,English,United States,2 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTg2NDQyODAzNF5BMl5BanBnXkFtZTcwMTg5MDA3Nw@@._V1_SX300.jpg,47,5.9,"83,301",tt1336608,movie,N/A,"$38,518,613",N/A,N/A,True,5.9/10,43%,47/100,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
Prometheus,1998,N/A,01 Oct 1999,130 min,"Drama, Family, Fantasy",Tony Harrison,Tony Harrison,"Michael Feast, Walter Sparrow, Fern Smith","Prometheus is a contemporary quest story set in end-of-millennium Britain and continental Europe. It asks what humanity has made of Prometheus' gift of fire - energy, technology, expertise, but also destruction, pollution and war.","English, Greek, German, Bulgarian","Canada, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BODQxODI3OTItNjBlYS00MjBjLThmNWUtNWFhZDY2ZDUxZWJmXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg,N/A,6.6,85,tt0119956,movie,N/A,N/A,N/A,N/A,True,6.6/10,,,,,,,
Prometheus,2012,R,08 Jun 2012,124 min,"Adventure, Mystery, Sci-Fi",Ridley Scott,"Jon Spaihts, Damon Lindelof, Dan O'Bannon","Noomi Rapace, Logan Marshall-Green, Michael Fassbender","Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.","English, Gaelic","United Kingdom, United States",Nominated for 1 Oscar. 6 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_SX300.jpg,64,7.0,"686,571",tt1446714,movie,N/A,"$126,477,084",N/A,N/A,True,7.0/10,73%,64/100,,,,,
Safety Not Guaranteed,2012,R,15 Jun 2012,86 min,"Adventure, Comedy, Drama",Colin Trevorrow,Derek Connolly,"Aubrey Plaza, Mark Duplass, Jake Johnson",Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel.,English,United States,8 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BZDAzYTlhZjktNmFkNi00YzZjLWI4NmMtYWI1MWJiYzYwNTlkXkEyXkFqcGc@._V1_SX300.jpg,72,6.9,"133,575",tt1862079,movie,N/A,"$4,010,957",N/A,N/A,True,6.9/10,91%,72/100,,,,,
Snow White and the Huntsman,2012,PG-13,01 Jun 2012,127 min,"Action, Adventure, Drama",Rupert Sanders,"Evan Daugherty, John Lee Hancock, Hossein Amini","Kristen Stewart, Chris Hemsworth, Charlize Theron","In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",English,"United Kingdom, Japan, United States",Nominated for 2 Oscars. 13 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BY2JjYWUyZjUtMDg3OS00MGIyLTgyN2QtYjIyY2VlYzViYThlXkEyXkFqcGc@._V1_SX300.jpg,57,6.1,"312,075",tt1735898,movie,N/A,"$155,332,381",N/A,N/A,True,6.1/10,48%,57/100,,,,,
Chernobyl Diaries,2012,R,25 May 2012,86 min,"Horror, Mystery, Thriller",Bradley Parker,"Oren Peli, Carey Van Dyke, Shane Van Dyke","Jesse McCartney, Jonathan Sadowski, Olivia Taylor Dudley","Six tourists hire an extreme tour guide who takes them to the abandoned city Pripyat, the former home to the workers of the Chernobyl nuclear reactor. During their exploration, they soon discover they are not alone.","English, Ukrainian, Russian","United States, Serbia",1 nomination total,https://m.media-amazon.com/images/M/MV5BNzkwNDkyNTUxNV5BMl5BanBnXkFtZTcwODY1NTE3Nw@@._V1_SX300.jpg,32,5.0,"69,450",tt1991245,movie,N/A,"$18,119,640",N/A,N/A,True,5.0/10,18%,32/100,,,,,
Men in Black³,2012,PG-13,25 May 2012,106 min,"Action, Adventure, Comedy",Barry Sonnenfeld,"Etan Cohen, Lowell Cunningham","Will Smith, Tommy Lee Jones, Josh Brolin",Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,"English, Ukrainian","United Arab Emirates, United States",2 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMTU2NTYxODcwMF5BMl5BanBnXkFtZTcwNDk1NDY0Nw@@._V1_SX300.jpg,58,6.8,"405,787",tt1409024,movie,N/A,"$179,020,854",N/A,N/A,True,6.8/10,67%,58/100,,,,,
Battleship,2012,PG-13,18 May 2012,131 min,"Action, Adventure, Sci-Fi",Peter Berg,"Jon Hoeber, Erich Hoeber","Alexander Skarsgård, Brooklyn Decker, Liam Neeson",A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.,"English, Japanese","Japan, United States",4 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMjI5NTM5MDA2N15BMl5BanBnXkFtZTcwNjkwMzQxNw@@._V1_SX300.jpg,41,5.8,"266,146",tt1440129,movie,N/A,"$65,422,625",N/A,N/A,True,5.8/10,33%,41/100,,,,,
Crooked Arrows,2012,PG-13,18 May 2012,105 min,"Drama, Sport",Steve Rash,"Brad Riddell, Todd Baird","Brandon Routh, Gil Birmingham, Crystal Allen",A story centered on a Native American lacrosse team making its way through a prep school league tournament.,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BYTg1NGE5MTEtOThjMC00ODdiLWE0YzAtMGVkM2M2YTU3ZTYzXkEyXkFqcGc@._V1_SX300.jpg,42,5.9,"2,119",tt1954352,movie,N/A,"$1,832,541",N/A,N/A,True,5.9/10,42%,42/100,,,,,
Loves of a Dictator,1935,Approved,02 Sep 1935,81 min,"History, Romance",Victor Saville,"Benn W. Levy, M. Logan, Jan Lustig","Clive Brook, Madeleine Carroll, Emlyn Williams","The story opens in Copenhagen in the year 1776 on the wedding night of the King and Princess Caroline Mathilde. But the marriage was a political alliance, and the Princess felt only repugnance for her dissolute husband. On the nig...",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZWQ4MzFjZGEtZmQ4NC00Yjg0LTkzMjUtNzE3N2EzMGUxNmY1XkEyXkFqcGdeQXVyNjg1NzcwODE@._V1_SX300.jpg,N/A,6.3,59,tt0026657,movie,N/A,N/A,N/A,N/A,True,6.3/10,,,,,,,
The Dictator,1922,N/A,07 Aug 1922,60 min,"Adventure, Comedy, Drama",James Cruze,"Richard Harding Davis, Walter Woods","Wallace Reid, Theodore Kosloff, Lila Lee","Pursued by a cab driver for an unpaid fare, a millionaire's son, Brooke Travers (Wallace Reid), hides on a steamer, and both men find themselves en route to South America, where they are caught up in a revolution. Brooke falls in ...",None,United States,1 win,https://m.media-amazon.com/images/M/MV5BYjExZDRkODItZTk5ZS00MWRiLTkyMTUtNTIyOTI3YTVjZWQ4XkEyXkFqcGdeQXVyNjg2NjExMzY@._V1_SX300.jpg,N/A,2.6,21,tt0013071,movie,N/A,"$139,575",N/A,N/A,True,2.6/10,,,,,,,
The Dictator,1915,N/A,21 Jun 1915,N/A,"Adventure, Romance",Oscar Eagle,Richard Harding Davis,"John Barrymore, Charlotte Ives, Ruby Hoffman","Brooke Travers, a young society man of a roving disposition and much leisure, gets into a cab with his valet and his trunks, to go to his yacht for a cruise. Arriving at the pier, the cabman demands an exorbitant charge for his fa...","None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BYTI4NDViNTMtZDQ2Yy00MTkyLTk0MjAtYjAwZTYwYzFkNDRlXkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_SX300.jpg,N/A,7.4,46,tt0005196,movie,N/A,N/A,N/A,N/A,True,7.4/10,,,,,,,
The Dictator,2012,R,16 May 2012,83 min,Comedy,Larry Charles,"Sacha Baron Cohen, Alec Berg, David Mandel","Sacha Baron Cohen, Anna Faris, John C. Reilly",The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,"English, Hebrew, Arabic",United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BM2IwMDM3ZmQtNjQ3NS00OTFiLWI5YzEtYWE3YjI5NTk3YzkwXkEyXkFqcGc@._V1_SX300.jpg,58,6.5,"354,828",tt1645170,movie,N/A,"$59,650,222",N/A,N/A,True,6.5/10,56%,58/100,,,,,
The Road,2009,R,25 Nov 2009,111 min,"Drama, Thriller",John Hillcoat,"Joe Penhall, Cormac McCarthy","Viggo Mortensen, Charlize Theron, Kodi Smit-McPhee","In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.",English,United States,Nominated for 1 BAFTA Award5 wins & 34 nominations total,https://m.media-amazon.com/images/M/MV5BMTAwNzk4NTU3NDReQTJeQWpwZ15BbWU3MDg3OTEyODI@._V1_SX300.jpg,64,7.2,"266,567",tt0898367,movie,N/A,"$8,117,000",N/A,N/A,True,7.2/10,74%,64/100,,,,,
The Road,1964,N/A,17 Jun 1964,N/A,"Drama, Fantasy, Horror",Patrick Barton,Nigel Kneale,"Norman Kaye, Joy Mitchell, Alexander Archdale",The road through the wood is said to be haunted; but are the ghosts from the past or the future?,English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BYjZmMzNmOGQtMmY3Yi00N2ViLWFiODAtZTA4MGNmZjVlNTZkXkEyXkFqcGdeQXVyMzI2MDEwNA@@._V1_SX300.jpg,N/A,N/A,N/A,tt2067011,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
The Road,2017,N/A,01 Oct 2017,N/A,"Short, Horror","Jack Bishop, Justin Nijm",N/A,"Danilo Di Julio, Delaney Dillan, River Lundskog",A father and daughter visit a desolate stretch of road rumored to be haunted by the ghost of a dead motorcyclist.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2M4MjQxNjItMmY3Ny00OTQyLWI1NjMtZDE0NjE0NTdiMDZlXkEyXkFqcGdeQXVyNDQ4OTE1ODE@._V1_SX300.jpg,N/A,N/A,N/A,tt7428494,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
The Road,1963,N/A,29 Sep 1963,55 min,Drama,Christopher Morahan,Nigel Kneale,"John Phillips, James Maxwell, Ann Bell",A scientist and a philosopher investigate a haunted wood in eighteenth century Britain.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BM2FjMzFjNzItMTQwZC00ZTE0LWEzOWEtNWIzYTVkNWU0ZTY1XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,5,tt0362094,episode,,,,,True,,,,,1,2,tt1134887,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
Dark Shadows,2005,N/A,01 Jul 2005,60 min,"Drama, Horror",P.J. Hogan,Mark Verheiden,"Alec Newman, Marley Shelton, Jessica Chastain","The plot focused on Victoria Winters arriving by train to Collinsport. She is welcomed by Mrs. Stoddard, but experiences strange and disturbing dreams upon her first night in the house. She meets David Collins, who is constantly p...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTcwNWRkMjktN2U2ZC00ZjhiLWE3ZjQtZjIzZjFkOGMzYWQwXkEyXkFqcGdeQXVyOTYyMTM3OTU@._V1_SX300.jpg,N/A,5.5,176,tt0887892,movie,N/A,N/A,N/A,N/A,True,5.5/10,,,,,,,
Dark Shadows,1944,Approved,16 Dec 1944,21 min,"Short, Crime, Drama","Walter Hart, Paul Burnford","Edward Bock, Richard H. Landau","Henry O'Neill, Morris Ankrum, Arthur Space",A police psychiatrist is enlisted to catch a homicidal killer.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWU2NjkxYTUtMWQ3Zi00YmE2LWI2ZjQtZDkwNjVlOGQ2NGI0XkEyXkFqcGc@._V1_SX300.jpg,N/A,5.5,228,tt0036744,movie,N/A,N/A,N/A,N/A,True,5.5/10,,,,,,,
Dark Shadows,2012,PG-13,11 May 2012,113 min,"Comedy, Fantasy, Horror",Tim Burton,"Seth Grahame-Smith, John August, Dan Curtis","Johnny Depp, Michelle Pfeiffer, Eva Green","An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection.",English,"United States, Australia, United Kingdom",3 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMjNiYWMxZjctMzEyZS00NDZmLTgxYmYtM2NmOGI0MmY3ZTJiXkEyXkFqcGc@._V1_SX300.jpg,55,6.2,"291,083",tt1077368,movie,N/A,"$79,727,149",N/A,N/A,True,6.2/10,35%,55/100,,,,,
Girl in Progress,2012,PG-13,10 Aug 2012,93 min,"Comedy, Drama",Patricia Riggen,Hiram Martinez,"Eva Mendes, Cierra Ramirez, Patricia Arquette","As single mom Grace juggles work, bills, and her affair with a married doctor, her daughter, Ansiedad, plots a shortcut to adulthood after finding inspiration in the coming-of-age stories she's reading for school.","English, Spanish",United States,6 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMjEyMzk3MTgwNV5BMl5BanBnXkFtZTcwMTU3Njg2Nw@@._V1_SX300.jpg,45,5.6,"7,074",tt1817676,movie,N/A,"$2,609,412",N/A,N/A,True,5.6/10,34%,45/100,,,,,
Safe,2016,N/A,03 Aug 2016,8 min,"Short, Sci-Fi",Mohamed Khalifa,Mohamed Khalifa,Mohamed Khalifa,"A meteor shower threatens the destruction of all life on earth, one misunderstood man an outcast tries to save it from its impending doom.",English,Egypt,N/A,https://m.media-amazon.com/images/M/MV5BNDM1ZWNjOTctYTliZi00N2QxLTgxNmEtMjliNzViODkzYTQ0XkEyXkFqcGdeQXVyMjI5NzYyMjA@._V1_SX300.jpg,N/A,8.8,17,tt5936928,movie,N/A,N/A,N/A,N/A,True,8.8/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
The Raven,1935,Approved,08 Jul 1935,61 min,"Crime, Horror",Lew Landers,"Edgar Allan Poe, David Boehm, Guy Endore","Boris Karloff, Bela Lugosi, Lester Matthews",A brilliant surgeon with a morbid obsession for instruments of torture grows dangerously obsessed with a young socialite whose life he's saved.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNGU1MjI3ZmItN2E2NC00MmEwLTg0M2YtMDVlMzVjNTZhZTZiXkEyXkFqcGc@._V1_SX300.jpg,44,6.8,"6,964",tt0026912,movie,N/A,N/A,N/A,N/A,True,6.8/10,79%,44/100,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
The Raven,1963,G,29 Aug 1963,86 min,"Comedy, Drama, Fantasy",Roger Corman,"Edgar Allan Poe, Richard Matheson","Vincent Price, Peter Lorre, Boris Karloff","A magician, who has been turned into a raven, turns to a former sorcerer for help.",English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BMTQ4MjAzMzQzN15BMl5BanBnXkFtZTcwNzkyMTU2NA@@._V1_SX300.jpg,N/A,6.5,"14,597",tt0057449,movie,N/A,N/A,N/A,N/A,True,6.5/10,88%,,,,,,
Safe,2025,N/A,21 Feb 2025,1 min,"Short, Drama",Alex Kaplan,"Alex Kaplan, Caleb Zlomke",Caleb Zlomke,"As adulthood's pressures threaten to drown him, Hugh turns to an unexpected companion from his past, hoping to find that unconditional love really does exist.",N/A,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjhlYWNkMjQtMGZmYi00MWUwLWFhZDktNGNlMWUwMjQ2NDY2XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt35048794,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Safe,1993,N/A,13 Oct 1993,66 min,Drama,Antonia Bird,Al Ashton,"Aidan Gillen, Kate Hardie, Neil Smals",Kaz and her friends spend their days trying to get by and their nights in a homeless shelter. But how did they end up there and what does the future hold for them?,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZDRhM2EzNzItNDExMi00MGVlLTgwNWUtYWY1MTVkYWFjMzZjXkEyXkFqcGdeQXVyMTUzMDc5Mjg0._V1_SX300.jpg,N/A,7.8,155,tt0108022,episode,,,,,True,7.8/10,,,,8,4,tt0108022,
Safe,2023,N/A,09 Nov 2023,10 min,"Short, Drama",Debbie Howard,Debbie Howard,"James Nelson-Joyce, Laura Bayston, Rashid Hussain","Anne an office cleaner, finishes work late one evening to be pursued and harassed by a man at the bus stop.",English,United Kingdom,2 wins,https://m.media-amazon.com/images/M/MV5BMzM3ZGM4NTQtNjk4Zi00MjcyLWJkZDAtMzM0YWE2ZjkxODJjXkEyXkFqcGdeQXVyNjA4MzUzMzk@._V1_SX300.jpg,N/A,N/A,7,tt16449350,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
Safe,2021,N/A,15 Jul 2021,16 min,Short,Ian Barling,Ian Barling,"Will Patton, Emily Meissner, Brett Diggs","On a winter night in Atlantic City, the manager of a defunct casino must reckon with his parental failures when his unruly son needs help out of an illicit bind.",English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BYThmM2M0MjMtMTkwMi00NGQwLTk1ODgtMzRhOWUzYmM5MWNmXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,154,tt14701024,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Safe,2019,N/A,07 Mar 2019,6 min,"Short, Drama",Joseph Ford,Joseph Ford,"Jed Barber, Autumn Dominique, Jim Garringer",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzY3YmIyMTYtYThkNy00ZGY3LThkNDUtOTdjMTEyNGEwYTgzXkEyXkFqcGdeQXVyMTA0MDYyNDk5._V1_SX300.jpg,N/A,N/A,N/A,tt10448118,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Safe,2018,N/A,21 Feb 2018,8 min,"Short, Horror, Sci-Fi",Tim Earnheart,Tim Earnheart,"Nadine Nagamatsu, S. Joe Downing, Ayuba Audu",Three masked intruders break into a Woman's home to retrieve an item from her safe. But what they get is much more than they bargained for.,English,United States,22 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BNjljY2Y2NGUtMzVkYS00OGVlLWE1YmQtYzA4NjRlZTRlNTRiXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.9,24,tt7666954,movie,N/A,N/A,N/A,N/A,True,6.9/10,,,,,,,
Safe,2017,N/A,10 Jun 2017,80 min,Thriller,Paul Ruven,Mark Gaspercic,"Jason London, Fiona Dourif, Richard Messina",In a race against the clock the NSA Deputy Director has to come up with a genius plan to save his child and at a same time not to betray the privacy of US citizens and secrets of the Agency he works for.,English,Netherlands,N/A,https://m.media-amazon.com/images/M/MV5BNGRmZWRjNzUtNWE3MC00MmI0LThjMTktZWZkNWJjNzkxODkzXkEyXkFqcGdeQXVyMTIxMzA5MDI@._V1_SX300.jpg,N/A,4.0,71,tt6383726,movie,N/A,N/A,N/A,N/A,True,4.0/10,,,,,,,
The Raven,2012,R,27 Apr 2012,110 min,"Crime, Drama, Mystery",James McTeigue,"Hannah Shakespeare, Ben Livingston","John Cusack, Alice Eve, Luke Evans","When a madman begins committing horrific murders inspired by Edgar Allan Poe's works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality.",English,"United States, Spain, Hungary",5 nominations total,https://m.media-amazon.com/images/M/MV5BMzYxMGNmMzMtMGQ0MS00ZTYxLWJiMDYtYThiM2VkM2IwOGI2XkEyXkFqcGc@._V1_SX300.jpg,44,6.4,"89,409",tt1486192,movie,N/A,"$16,008,272",N/A,N/A,True,6.4/10,22%,44/100,,,,,
Safe,2012,R,27 Apr 2012,94 min,"Action, Crime, Thriller",Boaz Yakin,Boaz Yakin,"Jason Statham, Catherine Chan, Chris Sarandon","Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on Mei'...","English, Mandarin, Russian",United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMTcxNDI0NzUxMF5BMl5BanBnXkFtZTcwOTIzMjkyNw@@._V1_SX300.jpg,55,6.5,"123,276",tt1656190,movie,N/A,"$17,142,080",N/A,N/A,True,6.5/10,59%,55/100,,,,,
