Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Rating_InternetMovieDatabase,Rating_RottenTomatoes,Rating_Metacritic,Error,Season,Episode,seriesID,totalSeasons
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
Man of the House,2025,N/A,04 Oct 2025,N/A,"Short, Horror, Thriller",N/A,N/A,N/A,An exhausted mom must face the monstrous truth about who - or what - her son becomes at night.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzQxMGM4ZDMtN2IxNS00MWNiLTg3NDgtYjUyNjQ5ZjUwNjU0XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt36354058,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Diary of a Mad Black Woman,2005,PG-13,25 Feb 2005,116 min,"Comedy, Drama, Romance",Darren Grant,Tyler Perry,"Kimberly Elise, Steve Harris, Tyler Perry",A couple's seemingly solid marriage begins to crumble when the wife discovers that her husband intends to divorce her.,English,United States,13 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMTIyOTA1NTg0NV5BMl5BanBnXkFtZTcwMzE2MzgyMQ@@._V1_SX300.jpg,36,5.7,"16,677",tt0422093,movie,N/A,"$50,633,099",N/A,N/A,True,5.7/10,15%,36/100,,,,,
Man of the House,2025,N/A,27 Sep 2025,N/A,"Short, Fantasy",Soren Harrison,Soren Harrison,"Peter DeSouza-Feighoney, Gillian Cally, Mark Collier","Following a young boy on the anniversary of his father's death, he attempts to deal with his mother's grief and find the missing family cat.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMmE3YzYxNGYtZWI2ZC00NTE0LTg5ZjktNzFjNTBlY2YyNmNjXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt32195681,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
Man of the House,2015,N/A,N/A,17 min,"Short, Drama",Santiago S. Sanchez,Santiago S. Sanchez,"Solomon Walker, Paul Jonah, Shari Fox","A story about loss, desolation, sorrow and the strength found in innocence.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZTBhYjE4YWYtY2QxMS00YjU3LTkwMDQtMDQ2MGMyMGY5YTg2XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,16,tt4569016,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Man of the House,1995,PG,03 Mar 1995,96 min,"Comedy, Family",James Orr,"David E. Peckinpah, Richard Jefferies, James Orr","Chevy Chase, Farrah Fawcett, Jonathan Taylor Thomas","A young boy refuses to accept his mother's new boyfriend despite his attempts to win his respect. Meanwhile, the disgruntled relative of a criminal he prosecuted seeks revenge.",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BOTQ4OGVlYTgtNWRkNi00ZjQ2LTlmODQtMDg3NzIxMmM5N2JmXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.3,"10,833",tt0113755,movie,N/A,"$40,070,995",N/A,N/A,True,5.3/10,13%,,,,,,
Man of the House,2005,PG-13,25 Feb 2005,100 min,"Comedy, Crime",Stephen Herek,"John J. McLaughlin, Scott Lobdell, Robert Ramsey","Tommy Lee Jones, Christina Milian, Kelli Garner",A Texas Ranger must protect a group of cheerleaders who have witnessed a murder.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMGI2YTYwMjItZTlhMS00NTg2LWE0Y2QtY2IxNzA2MWU1YTAxXkEyXkFqcGc@._V1_SX300.jpg,35,5.5,"25,993",tt0331933,movie,N/A,"$19,699,706",N/A,N/A,True,5.5/10,9%,35/100,,,,,
Because of Winn-Dixie,2005,PG,18 Feb 2005,106 min,"Comedy, Drama, Family",Wayne Wang,"Kate DiCamillo, Joan Singleton","AnnaSophia Robb, Jeff Daniels, Eva Marie Saint",A mischievous dog befriends a lonely young girl in a new town and helps her make new friends.,English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMTA3NDYzNDE0MjBeQTJeQWpwZ15BbWU3MDc3NjA3MzM@._V1_SX300.jpg,54,6.4,"13,359",tt0317132,movie,N/A,"$32,647,042",N/A,N/A,True,6.4/10,55%,54/100,,,,,
Bigger Than the Sky,2005,PG-13,18 Feb 2005,106 min,"Comedy, Drama, Romance",Al Corley,Rodney Patrick Vaccaro,"Marcus Thomas, Amy Smart, John Corbett","A recently-dumped man with a boring personality, job, and life auditions at the community theater and gets the lead role as Cyrano despite no acting experience. It changes his life forever.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjEyODE0OTk3NF5BMl5BanBnXkFtZTcwODM4MzgyMQ@@._V1_SX300.jpg,21,5.9,"1,617",tt0363504,movie,N/A,"$21,398",N/A,N/A,True,5.9/10,12%,21/100,,,,,
Constantine,2005,R,18 Feb 2005,121 min,"Action, Fantasy, Horror",Francis Lawrence,"Jamie Delano, Garth Ennis, Kevin Brodbin","Keanu Reeves, Rachel Weisz, Shia LaBeouf","Detective Angela approaches Constantine, a demon hunter, to help her investigate her twin sister's mysterious death. As he digs deeper, he realizes that demons are trying to enter the human world.","English, Filipino, Tagalog","United States, Germany",2 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMjNhNTlmYmYtYjcxZi00ZDU1LTkxMWYtYzFlMWMzY2RiODM1XkEyXkFqcGc@._V1_SX300.jpg,50,7.0,"401,106",tt0360486,movie,N/A,"$75,976,178",N/A,N/A,True,7.0/10,46%,50/100,,,,,
Harry + Max,2004,N/A,17 Jan 2004,74 min,"Drama, Romance",Christopher Munch,Christopher Munch,"Bryce Johnson, Cole Williams, Rain Phoenix","Two brothers, 23 and 16, who are both teen idols, come to terms with their dysfunctional family past and deep affection for each other.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTc4NTM2NzAyOV5BMl5BanBnXkFtZTgwOTc3ODUzMDI@._V1_SX300.jpg,31,5.5,"1,117",tt0390080,movie,N/A,"$15,247",N/A,N/A,True,5.5/10,5%,31/100,,,,,
Son of the Mask,2005,PG,18 Feb 2005,94 min,"Comedy, Family, Fantasy",Lawrence Guterman,Lance Khazei,"Jamie Kennedy, Traylor Howard, Alan Cumming","Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.",English,"United States, Germany, Australia, France, Pakistan",7 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BMTIxNzA5NzIzOV5BMl5BanBnXkFtZTcwOTc5NzcyMQ@@._V1_SX300.jpg,20,2.3,"60,188",tt0362165,movie,N/A,"$17,018,422",N/A,N/A,True,2.3/10,6%,20/100,,,,,
Naked Fame,2004,Not Rated,01 May 2004,85 min,"Documentary, Biography, History",Christopher Long,N/A,"Colton Ford, Chi Chi LaRue, Donna Mears",Former Colt model and porn star Colton Ford left the skin flick business at 40 to return to a musical career along with his partner Blake Harper. This is is their story.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTA1ODgzNzc1ODZeQTJeQWpwZ15BbWU3MDI2MjY4MjE@._V1_SX300.jpg,46,5.3,208,tt0407031,movie,N/A,"$29,220",N/A,N/A,True,5.3/10,50%,46/100,,,,,
Hitch,2005,PG-13,11 Feb 2005,118 min,"Comedy, Romance",Andy Tennant,Kevin Bisch,"Will Smith, Eva Mendes, Kevin James",A smooth-talking man falls for a hardened columnist while helping a shy accountant woo a beautiful heiress.,English,United States,4 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BNzYyNzM2NzM2NF5BMl5BanBnXkFtZTcwNjg5NTQzMw@@._V1_SX300.jpg,58,6.6,"343,989",tt0386588,movie,N/A,"$179,495,555",N/A,N/A,True,6.6/10,68%,58/100,,,,,
Bride & Prejudice,2004,PG-13,11 Mar 2005,122 min,"Comedy, Drama, Musical",Gurinder Chadha,"Jane Austen, Paul Mayeda Berges, Gurinder Chadha","Martin Henderson, Aishwarya Rai Bachchan, Nadira Babbar","A modern adaptation of Jane Austen's classic novel, Pride and Prejudice, that features the lives of four unmarried daughters in an Indian family.","English, Hindi, Punjabi","United Kingdom, United States, India, France",1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BNTAyOWQwNzAtMWVjNi00MzE4LTg1NzktODI1Zjg0YzJjOGNhXkEyXkFqcGc@._V1_SX300.jpg,55,6.2,"22,156",tt0361411,movie,N/A,"$6,605,592",N/A,N/A,True,6.2/10,63%,55/100,,,,,
Hitch,2000,N/A,01 Jan 2000,18 min,Short,Bradley Rust Gray,Bradley Rust Gray,"Jason Herman, Drew Wood","Two friends on a road-trip: one is gay, the other straight. The former gets attracted to the latter.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMTgzNTg4OTcxNF5BMl5BanBnXkFtZTYwMzM1MTg5._V1_SX300.jpg,N/A,5.7,149,tt0191181,movie,N/A,N/A,N/A,N/A,True,5.7/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
Inside Deep Throat,2005,NC-17,21 Apr 2005,89 min,"Documentary, Biography, History","Fenton Bailey, Randy Barbato","Fenton Bailey, Randy Barbato","Linda Lovelace, Harry Reems, Dennis Hopper","An examination of the infamous pornographic film Deep Throat (1972), covering aspects from the film's creation to its cultural impact.",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjYwN2FmNWItMWQwMS00MTgwLWI4MGMtZjhmMDk5NmQ3ZmU2XkEyXkFqcGc@._V1_SX300.jpg,64,6.7,"7,080",tt0418753,movie,N/A,"$691,880",N/A,N/A,True,6.7/10,83%,64/100,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
Sons of Provo,2004,PG,30 Oct 2004,93 min,"Comedy, Music",Will Swenson,"Will Swenson, Peter D. Brown","Will Swenson, Kirby Heyborne, Danny Tarasevich","Will, Kirby, and Danny are the hottest new sensation in Mormon pop music. Together they make up the band ""Everclean"" and have taken the Mormon boy-band scene by storm, fighting to become the most spiritual Mormon boy band in history.",English,United States,4 wins,https://m.media-amazon.com/images/M/MV5BYmE1OTg1ZjUtODg0NS00MTkzLWEyOWMtNmE5NjkyOWVhYTM0XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,N/A,5.8,425,tt0396223,movie,N/A,"$120,488",N/A,N/A,True,5.8/10,,,,,,,
Nobody Knows,2017,N/A,15 Sep 2017,20 min,"Short, Crime, Drama",Nolan Wilson Goff,Nolan Wilson Goff,"Tommy O'Brien, Abby Wathen, Liana Liberato","In the wake of his brother's death, a quiet high schooler navigates his small Texas town, all while knowing he is responsible for the accident.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjExNmNjMTMtNzg5Ny00YjhiLTlkYmUtYTg2OTk5MTEwOTc4XkEyXkFqcGdeQXVyMjUwNTkwNzc@._V1_SX300.jpg,N/A,5.9,42,tt7519576,movie,N/A,N/A,N/A,N/A,True,5.9/10,,,,,,,
Boogeyman,2005,PG-13,04 Feb 2005,89 min,"Drama, Horror, Mystery",Stephen Kay,"Eric Kripke, Juliet Snowden, Stiles White","Barry Watson, Emily Deschanel, Lucy Lawless",A young man tries to deal with the childhood terror that has never stopped haunting him.,English,"United States, New Zealand, Germany",N/A,https://m.media-amazon.com/images/M/MV5BOTVlNGJlNzYtNjkyNi00OWM0LWFhZGUtMzk5MGY0ZDllM2Q3XkEyXkFqcGc@._V1_SX300.jpg,32,4.2,"33,050",tt0357507,movie,N/A,"$46,752,382",N/A,N/A,True,4.2/10,11%,32/100,,,,,
Boogeyman,2012,N/A,11 Aug 2012,85 min,"Drama, Horror",Jeffery Scott Lando,David Reed,"Eddie McClintock, Amy Bailey, Emma Samms","Boogeyman (2012) is not affiliated with the original Boogeyman from 1980, or the equally unrelated film from 2005.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzc1YTM4OWQtM2QzMi00MGRjLTk5OTUtNmQyYzkyMzkzZDg2XkEyXkFqcGc@._V1_SX300.jpg,N/A,3.7,578,tt2118737,movie,N/A,N/A,N/A,N/A,True,3.7/10,,,,,,,
The Wedding Date,2005,PG-13,04 Feb 2005,90 min,"Comedy, Romance",Clare Kilner,"Elizabeth Young, Dana Fox","Dermot Mulroney, Debra Messing, Jack Davenport","Single-girl anxiety causes Kat Ellis to hire a male escort to pose as her boyfriend at her sister's wedding. Her plan, an attempt to dupe her ex-fiancé, who dumped her a couple years prior, proves to be her undoing.",English,"United States, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BNDkxNzUxMTUtYjc2NC00NTJlLTgyMWYtYWQ2Y2JjN2ExNWQ1XkEyXkFqcGc@._V1_SX300.jpg,32,6.1,"57,974",tt0372532,movie,N/A,"$31,726,995",N/A,N/A,True,6.1/10,12%,32/100,,,,,
Hide and Seek,1932,N/A,26 May 1932,7 min,"Animation, Short, Comedy","Dave Fleischer, Roland Crandall",N/A,N/A,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTMwNGZhMDgtZmUzZS00Y2M5LWIwYWQtMWZjYjE0Yzc3NTU5XkEyXkFqcGdeQXVyNzQ1NjM2MDg@._V1_SX300.jpg,N/A,5.4,52,tt0023006,movie,N/A,N/A,N/A,N/A,True,5.4/10,,,,,,,
Alone in the Dark,1993,N/A,N/A,26 min,"Short, Drama",Donald W. Thompson,K.R. Thompson,"David Oddy, Kristin McCuen-Wells, Ben Stranger","Tasha Grant, at age 17, goes to a party and gets drunk, not even realizing the potential consequences of her actions. This film introduces the danger of alcohol to youth in a suspenseful and meaningfull way.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjIzMTU1NjQ5Nl5BMl5BanBnXkFtZTgwNjE0NTA2MDE@._V1_SX300.jpg,N/A,5.6,11,tt1806767,movie,N/A,N/A,N/A,N/A,True,5.6/10,,,,,,,
Hide and Seek,1984,N/A,N/A,60 min,Drama,René Bonnière,"Thomas J. Ryan, Barry Wexler","Bob Martin, Ingrid Veninger, Dave Patrick",Before WAR GAMES there was Canada's HIDE &amp; SEEK. Watch this and you will see how close the movies are. High school computer wiz kid's program accidently hooks into the main frame computer of a nuclear power plant and nearly causes...,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BNWVlZDRjYzQtY2Y1OC00NGQwLWE2NTUtZmJmYTJhMWI5YTRhXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg,N/A,6.9,53,tt0256073,movie,N/A,N/A,N/A,N/A,True,6.9/10,,,,,,,
Hide and Seek,2019,N/A,N/A,15 min,"Short, Adventure, Comedy","Salvatore Frederick, David Sigura","Salvatore Frederick, David Sigura","David Sigura, Brett Roberts, Grant Pattullo","A soldier escapes civilization by adventuring out into the woods. Accompanied by his monster pal, he must learn to face the demons that caused him to retreat from society.",English,United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNmI3ZDM1Y2ItZGJlOS00YTc0LWI1NjYtMDVmMzIwYjllZTY0XkEyXkFqcGdeQXVyNjY1MjA1NDY@._V1_SX300.jpg,N/A,N/A,N/A,tt10349606,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Alone in the Dark,1982,R,19 Nov 1982,92 min,"Horror, Thriller",Jack Sholder,"Jack Sholder, Robert Shaye, Michael Harrpster","Jack Palance, Donald Pleasence, Martin Landau","A few dangerous and delusional mental patients break out of a mental asylum during a power blackout, and lay siege to their new doctor's house, who, they believe, killed their previous doctor.",English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BZGQxOWZiNTgtNDg3ZC00MzA5LWFjN2YtODk0MjA4OTlkNmFjXkEyXkFqcGc@._V1_SX300.jpg,63,6.0,"7,306",tt0083542,movie,N/A,N/A,N/A,N/A,True,6.0/10,67%,63/100,,,,,
Hide and Seek,2021,R,19 Nov 2021,83 min,"Mystery, Thriller",Joel David Moore,Joel David Moore,"Alejandra Rivera Flaviá, Sue Jean Kim, Avril Lena Wei","When a wealthy businessman follows a lead to find his missing brother, he dives headlong into a twisted underworld of squatters and vagrants that threatens to tear apart his family as he struggles to maintain his sanity.","English, Spanish, Korean",United States,N/A,https://m.media-amazon.com/images/M/MV5BZWFhYmM3MTgtOWZiZC00ODk5LTljYTItNDlhMTlkY2JhMTJkXkEyXkFqcGc@._V1_SX300.jpg,N/A,4.2,"1,052",tt7975192,movie,N/A,N/A,N/A,N/A,True,4.2/10,100%,,,,,,
Alone in the Dark,2005,R,28 Jan 2005,96 min,"Action, Horror, Sci-Fi",Uwe Boll,"Elan Mastai, Michael Roesch, Peter Scheerer","Christian Slater, Tara Reid, Stephen Dorff",A detective of the paranormal slowly unravels mysterious events with deadly results.,English,"Canada, Germany, United States",4 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTU5MjE1NzAwMV5BMl5BanBnXkFtZTYwMzc5OTc2._V1_SX300.jpg,9,2.4,"48,194",tt0369226,movie,N/A,"$5,178,569",N/A,N/A,True,2.4/10,1%,9/100,,,,,
Hide and Seek,2000,R,23 May 2000,100 min,"Crime, Drama, Thriller",Sidney J. Furie,"Joel Hladecek, Yas Takata","Daryl Hannah, Jennifer Tilly, Bruce Greenwood, Vincent Gallo","A desperate, childless couple kidnap a pregnant woman and lead her husband to believe that she is dead.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BZWM4MTkzYjQtYTA2ZC00ZGJiLWIyZWMtZTUwZGUwMmYyMjIyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,N/A,5.3,"2,134",tt0191915,movie,N/A,N/A,N/A,N/A,True,5.3/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
Hide & Seek,2014,Unrated,29 Jan 2016,82 min,"Drama, Romance",Joanna Coates,"Daniel Metz, Joanna Coates","Josh O'Connor, Hannah Arterton, Rea Mole","Four fragile young people flee London to start an unconventional utopia, creating a world of fantasy that overwhelms them.",English,"United Kingdom, United States",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjAyMDM2ODQ5Nl5BMl5BanBnXkFtZTgwNTQ1MjE4NTE@._V1_SX300.jpg,N/A,4.5,"1,286",tt2723176,movie,N/A,N/A,N/A,N/A,True,4.5/10,40%,,,,,,
Hide and Seek,1996,Not Rated,19 Jan 1996,63 min,"Documentary, Drama",Su Friedrich,"Su Friedrich, Cathy Nan Quinlan","Chelsea Holland, Ariel Mara, Linzy Taylor",Mixes documentary interviews of memories of lesbian adolescence with the story of the 12-year-old girl Lou discovering her sexuality in 1960s America.,English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMmY0MzljOGQtYjM5Ny00YzdjLWJhNWEtMTc2MTZmNjlkOTdmXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg,N/A,7.0,209,tt0116529,movie,N/A,N/A,N/A,N/A,True,7.0/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
Hide and Seek,2005,R,28 Jan 2005,101 min,"Horror, Mystery",John Polson,Ari Schlossberg,"Robert De Niro, Dakota Fanning, Famke Janssen","As a widower tries to piece together his life in the wake of his wife's suicide, his daughter finds solace, at first, in her imaginary friend.",English,"Germany, United States",1 win & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMjA1MDkxNDY4OV5BMl5BanBnXkFtZTYwMzE4ODc3._V1_SX300.jpg,35,5.9,"91,794",tt0382077,movie,N/A,"$51,100,486",N/A,N/A,True,5.9/10,12%,35/100,,,,,
Hide and Seek,1964,N/A,25 May 1967,90 min,"Action, Crime, Drama",Cy Endfield,"Robert Foshko, Harold Greene, David Stone","Ian Carmichael, Curd Jürgens, Janet Munro","A Cambridge astrophysicist on routine business in London finds it frustratingly difficult to return a wallet of money to an Eastern European friend, a task complicated by a puzzling if scatterbrained society girl.","English, Russian",United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMDljMmEyZTctNTk1YS00N2MxLThiNjItMTQwN2JiYjA4MjM1XkEyXkFqcGdeQXVyMjM3MDcwNDI@._V1_SX300.jpg,N/A,5.9,175,tt0160362,movie,N/A,N/A,N/A,N/A,True,5.9/10,,,,,,,
Hide and Seek,1972,N/A,01 Oct 1972,61 min,"Adventure, Crime, Family",David Eady,"Michael Barnes, Roy Brown","Peter Newby, Gary Kemp, Eileen Fletcher",A young boy runs away from an approved school to meet up with his father in the hope that he can persuade his dad to allow him to travel to Canada with him. He also meets up with two local children and discovers that his father is...,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMTcwNDAxNTE1MF5BMl5BanBnXkFtZTcwNDMyNTEzMQ@@._V1_SX300.jpg,N/A,6.9,83,tt0343787,movie,N/A,N/A,N/A,N/A,True,6.9/10,,,,,,,
Alone in the Dark,2022,TV-14,07 Oct 2022,87 min,"Horror, Thriller",Brant Daugherty,"Brant Daugherty, Kimberly Daugherty","Novi Brown, Terrell Carter, Kimberly Daugherty","Bri is recently divorced and under house arrest due to her ex-husband's crimes, but when a stalker shows up, seems to have control over his surroundings.",N/A,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzI0MjBjZjAtNmJiYy00MzUxLWJkZGMtOTEyMTU4N2I3Zjg0XkEyXkFqcGc@._V1_SX300.jpg,N/A,5.0,419,tt21859110,movie,N/A,N/A,N/A,N/A,True,5.0/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
